,title,type,similarity,duration,sale,date,bgm,language,genre,public_time
640,针织POLO衫+压花短裤99206,服装,1.0,9,64,2020/7/9 2:02,成都 - 赵雷,,,
641,荣景优品3册 口才三绝 为人三会 修心三不口才训练成功励志书籍,图书,0.57735026,53,1850,2020/7/9 2:04,潇湘子 - 霹雳英雄布袋戏,纯音乐,Soundtrack,1997-01-01
642,陶陶麻麻同款上衣短裤,服装,0.70710677,13,98,2020/7/9 2:04,坦坦荡荡活人间 - 蒋婴,国语,Pop,2019-11-08
643,红口袋 复古少女桃心链条挂坠项链丝绒choker暗黑爱心lolita项圈,饰品,1.0,7,45,2020/7/9 2:09,F.Physical-La Banda (Matt Hanna Bootleg Morello Malt Remix) - 苏静,,,
644,女士家居服,内衣,1.0,11,215,2020/7/9 2:12,粉红情歌 - 蓝若兮,国语,Pop,2014-05-25
645,白色盘扣开衫上衣,服装,0.70710677,10,66,2020/7/9 2:14,有你的快乐 (片段) - 彤仔儿,国语,,2008-05-06
646,国风旗袍连衣裙碎花 S-95斤；M-105斤；L-115斤；XL-125斤,服装,0.6098339,13,824,2020/7/9 2:14,苏幕遮 - 张晓棠,,,
647,生理垫,运动,0.7729085,43,2660,2020/7/9 2:15,123木头人 (片段) - 蓝心羽,国语,Pop,2012-10-18
648,1837条纹口袋贴布上衣,服装,1.0,7,509,2020/7/9 2:15,微笑吧 (女生版) - 毛小国,国语,Pop,2020-05-18
649,小鱼鱼新款2020夏季女装韩版宽松拼接中长款洋气大版T恤亮片上衣,服装,0.6098339,11,140,2020/7/9 2:18,You - Approaching Nirvana,纯音乐,Electronica,2012-03-24
650,赵晓晓定制 2020春夏新款性感方领连衣裙收腰显瘦气质黑色小心机,服装,1.0,7,17,2020/7/9 2:19,Dancing With Your Ghost - Sasha Sloan,英语,Pop,2019-06-28
651,婷子家 怒推款冰丝西裤JDE 0497 ,服装,1.0,14,3350,2020/7/9 2:20,말해! 뭐해? (说！干什么？) - K.Will,,,
652,欧瑞博全屋智能家居控制系统别墅大平层公寓智能家居定制解决方案,家装,0.99999994,36,5,2020/7/9 2:21,Fashion (Explicit) - The Royal Concept,韩语,Dance,2020-06-18
653,大腰果2斤,食品,1.0,15,1570,2020/7/9 2:21,地下情人 - 何伟图,,,
654,小鱼鱼新款2020夏季女装韩版时尚收腰连衣裙长款仙气显瘦潮流女,服装,0.70710677,10,504,2020/7/9 2:25,父亲写的散文诗 (时光版) - 许飞,国语,Pop,2016-06-17
655,【刘琼严选】时尚修身阔腿裤4650,服装,1.0,12,160,2020/7/9 2:30,Better Together - Jack Johnson,,,
656,张阿星 bm风针织T恤女夏季薄款V领紧身显瘦短款露脐百搭短袖上衣,服装,0.6098339,6,487,2020/7/9 2:32,快速换装 - 安浩凯,英语,Rock,2020-07-10
657,2020夏季300斤特体显瘦半袖,服装,1.0,15,29,2020/7/9 2:35,酒吧气氛土嗨 - 宋艳娇,纯音乐,Pop,2020-05-07
658,金钻绒防尘免洗卧室地毯,数码,0.70710677,52,302,2020/7/9 2:58,快乐无极限 - 杨紫,,,
659,美甲晶石贵妇猫眼指甲油胶2020年新款网红冰沙冰境宽猫眼胶送磁铁,美妆,1.0,51,3093,2020/7/9 2:59,Rhythm On the River - Bing Crosby,,,
660,鲁味齐风威海喜饼10个,食品,1.0,22,4560,2020/7/9 3:00,亡くなった愛 (Remix) - 落地成盒,国语,Pop,2008-06-29
661,北斗月伴地球仪AI+AR双智能交互灯光地球仪( 适合人群3-15岁）,数码,1.0,149,0,2020/7/9 3:02,Paris - Else,纯音乐,Electronica,2016-04-19
662,中国风古典舞蹈练功服女飘逸纱衣表演出服装长款披风渐变色大摆裙,服装,1.0,18,42,2020/7/9 3:10,知否知否 - 胡夏、郁可唯,国语,Soundtrack,2019-01-16
663,三星Galaxy Z Flip 折叠屏 手机 潘多拉紫 8GB+256GB,数码,0.87401694,38,12,2020/7/9 3:12,这样的电你喜欢吗 - 虞姬、齐羽,,,
664,山东小黄瓜脆嫩5斤,食品,1.0,15,73,2020/7/9 3:14,Sacrifice - Bandari,,,
665,【张思莱教授倾情推荐】《可怕的两岁》两岁孩子正面管教圣经,图书,1.0,44,11000,2020/7/9 3:19,Journey - Capo Productions,纯音乐,Pop,2010-01-01
666,【坏果包赔】海南小台芒果5斤新鲜热带水果当季包邮,食品,1.0,11,379,2020/7/9 3:22,爱拼才会赢 - 中国台湾老杨,闽南语,Pop,2011-09-30
667,【司制御品】极乐之宴褶裙百迭裙7.15晚八点上架，部分现货,服装,1.0,25,0,2020/7/9 3:42,错失风雅 - 伊格赛听、鹿一君、涵木之,国语,Pop,2020-06-06
668,香家夹克外套,服装,1.0,17,37,2020/7/9 3:44,有何不可 - 紫陌,国语,Pop,2009-01-10
669,男生纯棉套装,服装,1.0,15,108,2020/7/9 3:44,夏天的风 - 刘瑞琦,国语,Pop,2020-04-16
670,夏装2020新款宽松设计感蕾丝镂空短袖T恤女装中长款紫色上衣女夏,服装,0.54410315,8,2006,2020/7/9 3:56,入戏太深 (DJ kene版) - 承利、kene,,,
671,男去口臭口气重清新剂持久型便携口腔清洁喷雾口喷除口臭接吻神器,电器,0.77327967,78,46000,2020/7/9 3:57,we will rock you - 未知,英语,Rock,2003-10-28
672,针织上衣+雪纺碎花半身裙,服装,0.70710677,11,208,2020/7/9 4:04,Wanna Be Starting Something - T Stars Deluxe,英语,Electronica,2009-10-06
673,2020年夏季新款气质高档舒适时髦潮流时尚女套装修身百搭d23,服装,1.0,6,32,2020/7/9 4:07,不爱我就别伤害我 - 叶筱萱、亚喃,国语,,2019-08-22
674,大东202O新款,其他,1.0,14,1,2020/7/9 4:12,哥哥妹妹 (广场舞) - 胡小宝、门丽,,,
675,035-水溶绣品香槟色A版裙,服装,1.0,17,265,2020/7/9 4:14,всю жизнь - мавлан музыка,英语,Pop,2018-09-04
676,玻璃密封罐 厨房收纳玻璃瓶柠檬蜂蜜瓶泡菜坛子瓶子储物罐,家装,0.70710677,20,32,2020/7/9 4:14,渔舟唱晚 (铃声版) - 纯音乐,国语,,
677,逐本3代森韵植物卸妆油 敏感肌脸部深层清洁卸妆水感清爽乳膏正品,电器,0.77327967,288,56000,2020/7/9 4:18,失眠飞行 (Live) - 海哲明、张梦弘,,,
678,2020夏季韩版学院风海军领大码连衣裙,服装,1.0,9,4,2020/7/9 4:21,Vitas《Mama》音轨精曲抒情慢摇 (DJ版) - DJ,,,
679,张阿星 bm风针织T恤女夏季薄款V领紧身显瘦短款露脐百搭短袖上衣,服装,0.6098339,6,487,2020/7/9 4:34,快速换装 (热播版) - 安浩凯,国语,Dance,2020-07-01
680,三星 Galaxy Note10 手机 麦昆黑（全网通8GB+256GB）,数码,0.87401694,25,59,2020/7/9 4:36,"阿米尔汗又火了!配上雷军的《Are you ok》,太魔性了! - 未知",英语,Rap/HipHop,2015-05-01
681,樱花猫（肥猫）,其他,1.0,19,220,2020/7/9 4:37,你好坏哦 我好喜欢 - 小张,其他,,2019-09-09
682,佩佩服装  小熊熊T  T267,服装,1.0,10,67,2020/7/9 4:53,最后最后还是放开了手 (完整原版) - 苏名哲,国语,Pop,2020-07-02
683,【丹妮优品】小熊徽章包MD807预售15天,箱包,0.5168602,12,2003,2020/7/9 4:57,后来 - 网络歌手,国语,Pop,2000-01-07
684,【坏果包赔】海南小台芒果5斤新鲜热带水果当季包邮,食品,1.0,11,379,2020/7/9 5:00,爱拼才会赢 (片段) - 中国台湾老杨,,,
685,休闲时尚套装女夏季2020年新款防晒长袖T恤+吊带短裤子洋气两件套,美妆,1.0,13,103,2020/7/9 5:01,海阔天空 (Remix) - DJRE,粤语,Pop,1993-05-01
686,ins超火小包包女2020新款高级感网红单肩复古质感手提包,箱包,0.70710677,11,1340,2020/7/9 5:02,听妈妈的话 (改编版片段) - 藤竹京,国语,,2019-12-28
687,豹纹阔腿裤,服装,1.0,7,73,2020/7/9 5:09,我原以为 (片段) - 师硕晗,国语,,2020-02-04
688,亲子装连衣裙新,服装,1.0,10,444,2020/7/9 5:12,Kimi No Toriko (VersiDJRemix) - 未知,印尼语,Dance,2020-02-24
689,生僻字潮T穿搭白,服装,1.0,8,32,2020/7/9 5:15,少年 - 梦然,国语,Pop,2019-11-14
690,【芬儿家】领蕾丝印花小衫下牛仔短裤两件套,服装,0.70710677,10,148,2020/7/9 5:25,最美的伤口 (片段) - 北北、舟一、王玉萌,,,
691,Judydoll橘朵小花管唇釉哑光丝绒雾面学生,美妆,1.0,58,10000,2020/7/9 5:26,Pull Up (Explicit) - Luh Kel,,,
692,【丹妮优品】小熊徽章包MD807预售15天,箱包,0.5168602,12,2010,2020/7/9 5:28,后来 (大合唱版) - 网络歌手,英语,Pop,2018-08-02
693,钱夫人 撞色冰丝套装女短款v领泡泡袖上衣高腰阔腿短裤包臀半身裙,饰品,0.70710677,25,1719,2020/7/9 5:45,Better Now (Simon de Wit Cover) - 未知,英语,Rap/HipHop,2018-04-27
694,湖南特产美食茶油剁辣椒 下饭菜458g,食品,0.70710677,17,622,2020/7/9 5:51,Foot Of The Mountain - a-ha,德语,,2009-06-13
695,【88元/12听】燕京啤酒 8度 小度酒U8啤酒 特酿清爽整箱罐装包邮,食品,0.70710677,107,139,2020/7/9 5:52,习惯你的好 - 王理文,国语,Electronica,2018-12-26
696,瑜伽形体训练开肩开背棍矫正驼背棒（24小时内发货）,车品,0.77955955,13,5070,2020/7/9 5:58,小半 (Live) - 骆蕾,国语,Pop,2017-10-08
697,高博士  泡面干拌方便面5包/10包装,食品,1.0,21,454,2020/7/9 6:33,一腔诗意喂了狗 - 花粥,纯音乐,,2019-10-22
698,蓝语大码女装胖妹妹mm洋气减龄背带裙套装夏装新款遮肚显瘦两件套,服装,0.99999994,8,693,2020/7/9 6:39,不配怀念 - 虞姬、锋锋,国语,Dance,2020-03-24
699,梧桐阁汉服明制立领蕾丝短衫＋小金花一片式打孔褶裙,服装,1.0,13,127,2020/7/9 6:40,小さい春 - Andre Gagnon,,,
700,轻奢高端极简风100支埃及棉纯棉四件套 高定三色拼接百搭五星酒店,服装,0.70710677,14,16,2020/7/9 6:50,Right Now (Na Na Na) - am1r,英语,R&B,2008-11-25
701,sunny定制2020夏季新款泰国潮牌小水风气质荷叶边一字肩两件套装,家装,0.70710677,7,96,2020/7/9 6:53,我想更懂你 - 潘玮柏、苏芮,国语,Rap/HipHop,2006-06-23
702,蓝语大码女装胖妹妹mm洋气减龄背带裙套装夏装新款遮肚显瘦两件套,服装,0.99999994,8,693,2020/7/9 7:42,不配怀念 (DJ69、DJ虞姬、DJ锋锋版) - 69、虞姬、锋锋,国语,Dance,2020-03-24
703,一号店：圆形晶瓷画系列,家装,1.0,10,38,2020/7/11 1:01,慕夏 (DJ超文艺版) - 等什么君,,,
704,玛丽珍胖胖鞋休闲舒适软底松糕鞋时尚韩版单鞋浅口,鞋靴,0.7960113,7,224,2020/7/11 1:06,拜拜 - 王巨星,国语,,2019-06-21
705,睦火火 连衣裙20075,服装,1.0,11,92,2020/7/11 1:07,一曲红尘 - 艾歌,国语,Pop,2016-07-08
706,儿童画笔,食品,0.76452196,17,737,2020/7/11 1:13,빙고 - Turtles,韩语,Pop,2004-11-16
707,【司制御品】极乐之宴褶裙百迭裙7.15晚八点上架，部分现货,服装,1.0,25,0,2020/7/11 1:15,错失风雅 - 伊格赛听、鹿一君、晗木之,国语,Pop,2020-06-06
708,【1年级】幼小衔接减压书包#177#,文具,1.0,11,694,2020/7/11 1:16,夏日炎炎有你超甜 (DJ完整版) - 刘士鸣,国语,Dance,2020-06-23
709,【精选好课】格斗训练20讲（视频课）,电器,0.57735026,46,22,2020/7/11 1:17,Be Your Sun - 新旭,纯音乐,,2019-08-27
710,韵航   特大号龙纹加厚鱼缸,家装,1.0,53,82,2020/7/11 1:18,梦中的兰花花 (片段) - 李林笛子,,,
711,639女童银点套装,服装,1.0,10,2044,2020/7/11 1:19,夏日炎炎有你超甜 - 苏名哲,国语,Dance,2020-06-17
712,白色套装,服装,1.0,12,30,2020/7/11 1:19,最后的倾诉 (四步) - 刘晓,,,
713,PinkyPeach 百搭基础款光版圆圈大金圈耳环简约镂空几何耳环气质,饰品,1.0,58,137,2020/7/11 1:21,팔레트 - IU、G-DRAGON,国语,Pop,2019-03-22
714,高端定制款连衣裙,服装,1.0,7,76,2020/7/11 1:23,это ли счастье (热搜版) - 小猫多鱼,国语,Dance,2020-06-01
715,2020网红太阳镜,饰品,1.0,24,3,2020/7/11 1:24,只要你爱我 - HuFeng、南叔,,,
716,booob牛仔连衣裙女夏季2020年新款薄款收腰显瘦气质泡泡袖裙子潮,服装,0.86243534,9,184,2020/7/11 1:26,魔动闪霸 - Zizzy Z,,,
717,【好麦多】关晓彤代言酸奶桃桃麦片420g非油炸奇亚籽代餐早餐即食,食品,0.57735026,48,121000,2020/7/11 1:31,千与千寻 主题曲《いつも何度でも》 - 里德可以Houche,国语,Rap/HipHop,2020-06-14
718,2020新款舒适宽松睡衣两件套套装,内衣,1.0,7,1180,2020/7/11 1:34,我怎么这么好看 - 大张伟,国语,Pop,2020-07-10
719,哥弟女装短袖t恤女夏V领镂空针织衫薄款女夏季A300752,服装,0.70710677,27,108,2020/7/11 1:37,君を忘れてた (忘了还有你) - Falcom Sound Team jdk,,,
720,V领泡泡袖连衣裙女装夏季2020新款法式蝴蝶结系带显瘦闺蜜装裙子,服装,0.769478,10,760,2020/7/11 1:41,爱情主演 (DJ何鹏版) - 默言,国语,Pop,2018-03-14
721,宽松字母T恤+开叉阔腿裤,服装,0.70710677,7,43,2020/7/11 1:42,Blueming - 未知,,,
722,毛毛虫系列哈士奇,玩具,1.0,14,484,2020/7/11 1:44,小星星 - 浪子康,国语,,2019-06-05
723,法式复古小众蕾丝连衣裙子超仙女森系2020新款夏收腰显瘦气质轻熟,服装,1.0,6,220,2020/7/11 1:45,胖子多棒 - 网络歌手,国语,,2017-06-29
724,阔腿裤套装小个子显高开叉直筒西装裤+印花字母T恤两件套夏季新款,服装,0.57735026,10,363,2020/7/11 1:46,星光背后 - 贝贝帅,粤语,Pop,2005-09-07
725,肉卷家大码背带裤牛仔糖果色百搭学院风减龄短裤2020夏季新款女装,食品,1.0,23,292,2020/7/11 1:47,到底要怎么样 - Lil Ghost小鬼-王琳凯,国语,Pop,2020-04-08
726,方领泡泡袖连衣裙女夏季收腰短袖气质褶皱长裙洋气蕾丝花边A字裙,饰品,0.70710677,9,163,2020/7/11 1:49,不配怀念 - 王摇摆,国语,Dance,2020-03-24
727,M银灰色U型半头套假发女长卷发大波浪圆脸网红可爱长发接发假发片,饰品,1.0,9,130,2020/7/11 1:49,蓝色海黑色河+灰色轨迹 - 涛少君,纯音乐,Pop,2020-05-28
728,少也眼:/切茜娅之心/不良全刺绣少女jk水手服中间服夏季短袖,服装,1.0,7,333,2020/7/11 1:50,室内系的TrackMaker - hanser,,,
729,【新品】王饱饱咖啡坚果烘焙麦片谷物早餐代餐即食干吃,食品,0.4082483,118,5086,2020/7/11 1:52,一直很安静 - 阿桑,国语,Pop,2005-02-25
730,2020盈公主新款蝴蝶夹发夹,饰品,1.0,21,367,2020/7/11 1:54,野孩子 - 亮声Kie,粤语,Pop,2001-09-22
731,澳洲进口8切片水钻非常闪交叉水钻女神凉鞋 时尚百搭 高8.5公分,鞋靴,1.0,8,136,2020/7/11 2:05,零几年听的情歌 (片段) - 嘻嘻琳,国语,Pop,2020-03-16
732,奶瓶抱枕空调被,电器,1.0,13,1568,2020/7/11 2:08,小星星 - 汪苏泷,国语,,2019-06-05
733,[竹沫家居]大尺寸麋鹿160*230cm,家装,1.0,6,356,2020/7/11 2:09,SOS (片段) - BCD Studio-cg,,,
734,2020年春季新款韩版时尚洋气百搭上衣100002.1364,服装,0.70710677,7,6,2020/7/11 2:09,要爱你就来 (DJ版) - AZ珍珍,国语,,2019-09-24
735,【丹妮优品】简约撞色丝巾豆豆包290,饰品,1.0,14,169,2020/7/11 2:13,堆积情感 - 邝美云,粤语,Pop,1987-07-04
736,NPX大头爷联名款书法字体wishtoday纯棉印花T恤,服装,0.57735026,20,156,2020/7/11 2:14,社会人专用DJ - 东子陌,英语,,2019-12-19
737,毛毛虫系列哈士奇,玩具,1.0,14,484,2020/7/11 2:15,小星星 (片段) - 浪子康,国语,,2020-04-16
738,【精选好课】格斗训练20讲（视频课）,电器,0.57735026,46,22,2020/7/11 2:18,Be Your Sun (DJ版) - 新旭,纯音乐,,2019-08-27
739,粉色短袖T恤,服装,0.7694780999999999,7,316,2020/7/11 2:19,乘风破浪向你飘 - 可爱的小团团,国语,Pop,2020-06-09
740,2020年流行套装两件套宽松半大字母T恤搭配五分破洞骑士裤夏季潮,车品,1.0,6,101,2020/7/11 2:22,无人之岛 - 任然,国语,Pop,2017-08-31
741,三只熊香奶粉透冰丝衫,服装,1.0,7,97,2020/7/11 2:23,사랑했나봐 (也许爱过吧)(2017蒙面歌王现场) - BOBBY,,,
742,Halo nini半袖2020年新款露脐上衣显瘦百搭木耳边抽绳短款t恤女,服装,1.0,4,3393,2020/7/11 2:23,Waiting For Love (Remix) - 白一阳,英语,Pop,2020-04-20
743,童磊夏季蕾丝微喇七分裤加大码,服装,1.0,8,814,2020/7/11 2:24,Darker Than The Light That Never Bleeds (ChesterForeverSteveAokiRemix) - LINKIN PARK、Steve Aoki,,,
744,厨房微波炉置物架落地多层抽屉式放烤箱调料锅具带轮可移动收纳架,电器,0.70710677,16,29,2020/7/11 2:26,Boys - Lizzo,英语,Dance,2020-03-06
745,2020年新款时尚潮流夏季套装T70162,服装,1.0,12,30,2020/7/11 2:27,沉默是金 (合唱版本) - 张国荣、许冠杰,粤语,Pop,1988-06-29
746,2020年新款时尚潮流夏季套装L62853,服装,1.0,7,18,2020/7/11 2:27,爱情的故事 - 王晴,国语,Pop,1992-11-01
747,韩璐 碎花短裤女夏宽松2020新款韩版高腰阔腿裤薄款a字裤子休闲裤,服装,0.70710677,13,1132,2020/7/11 2:30,陷阱 - 蜉蝣Wh,国语,Pop,2018-07-10
748,小鱼鱼新款2020夏季女装韩版条纹T恤中袖中长款上衣马甲两件套女,服装,0.5206558,10,347,2020/7/11 2:38,"下个,路口,见 - 哦漏",国语,Pop,2009-12-22
749,【星眠喵】展示页面,其他,1.0,20,0,2020/7/11 2:38,不分手的恋爱 - 汪苏泷,国语,Pop,2011-09-09
750,H010三色树叶耳饰耳环,饰品,0.70710677,17,912,2020/7/11 2:43,爱丫爱丫 (慢摇版) - 封茗囧菌,国语,,2016-06-07
751,阔腿裤套装小个子显高开叉直筒西装裤+印花字母T恤两件套夏季新款,服装,0.57735026,10,363,2020/7/11 2:46,星光背后 (片段) - 贝贝帅,粤语,Pop,2005-09-07
752,小红狗 2020新款女装条纹连衣裙子夏季宽松显瘦短袖长款遮肚长裙,服装,0.57735026,18,240,2020/7/11 2:48,犯错 - 顾峰、斯琴高丽,国语,Pop,2008-12-10
753,方领泡泡袖连衣裙女夏季收腰短袖气质褶皱长裙洋气蕾丝花边A字裙,饰品,0.70710677,9,163,2020/7/11 2:51,不配怀念 (抖音完整DJ原版) - 未知,国语,Pop,2020-05-26
754,时尚小熊三件套,服装,1.0,10,17,2020/7/11 2:52,一千个伤心的理由 (片段) - 维艾迪娅,,,
755,CHEMAS/车玛仕 太阳能移动电源20000毫安,车品,1.0,18,12,2020/7/11 2:52,热门旋律 - 新南,,,
756,京夫人网纱连衣裙,服装,1.0,10,4,2020/7/11 2:53,我在你眼里到底算什么 (Live片段) - 花姐,国语,Pop,2020-07-14
757,2020新款妈妈夏装套装中老年女短袖上衣中年40岁50洋气小衫两件套,服装,0.7694780999999999,7,2380,2020/7/11 2:54,爱江山更爱美人 - 小阿枫,国语,Pop,1994-01-01
758,民族风女装丽江旅游连帽开衫外套绣花薄款长款女夏季红色防晒衫夏,美妆,1.0,20,193,2020/7/11 2:55,AI (纯音乐) - 橘子君-Ruxar,纯音乐,,2011-08-01
759,2020网红太阳镜,饰品,1.0,24,3,2020/7/11 2:58,只要你爱我 - 未知,,,
760,贝乐虎大会员丨7天/周卡,其他,1.0,32,2,2020/7/11 2:59,做个勇敢的⼩朋友 - 小匠星、杨智羡,国语,,2020-06-03
761,2020新款单鞋时尚百搭款,鞋靴,1.0,6,24,2020/7/11 3:00,我爱他 - 王小帅,国语,Pop,2009-09-29
762,小鱼鱼新款2020夏季女装韩版条纹圆领长款休闲短袖连衣裙时尚显瘦,服装,0.57735026,12,1695,2020/7/12 16:04,你说 - 赵乃吉,国语,Pop,2017-12-15
763,顺赢新款小方包,箱包,1.0,10,2035,2020/7/12 16:04,如风过境 - 哎哟蔚蔚,国语,Pop,2017-11-29
764,防滑可擦洗入户门地垫进门pvc脚垫好清洗可裁剪防水家用客厅垫子,家装,0.6099686,57,79,2020/7/12 16:06,可愛くなりたい (想变得可爱) - *菜乃,日语,,2019-11-14
765,HEY LADS男生女生童装夏季时尚系列男小童水洗短裤,服装,1.0,25,3,2020/7/12 16:06,The Waiting Game - 纯音乐,英语,,2008-01-01
766,甜燃定制高级显白显气质飘逸连衣裙高腰优雅白色长裙温柔风仙女裙,服装,1.0,9,46,2020/7/12 16:11,烟火里的尘埃 - 蒋先生,,,
767,大表姐2020实拍格子旗袍时尚微胖少女宽松a字裙改良版旗袍连衣裙,服装,0.9236211,25,274,2020/7/12 16:15,大城小爱 - 王力宏,国语,Pop,2005-12-30
768,夜光珠12脚链,饰品,1.0,10,1070,2020/7/12 16:15,相思 - 叶凡,国语,Pop,2001-12-01
769,涂鸦拖鞋,服装,1.0,9,1650,2020/7/12 16:20,Oreflam - Luc Arbogast,,,
770,茵茵情侣装夏装条纹T恤+背带裤套装女2020新款小众设计感学生套装,服装,1.0,14,103,2020/7/12 16:20,你懂得 - 阿悠悠,,,
771,2020夏季时尚潮流女装FF888,服装,1.0,6,110,2020/7/12 16:23,追梦人 - DJ,,,
772,爱阁十字绣般若波罗蜜多心经莲花版 61793,其他,1.0,15,811,2020/7/12 16:24,LTMP Reloaded 26 Non Stop Mix - sohail sen、Shankar Mahadevan、Sunidhi Chauhan、Vishal Dadlani,,,
773,若语定制【裙子届的艺术品】2020夏季新款名媛风流苏网纱连衣裙,服装,1.0,6,877,2020/7/12 16:27,热播就对了 - 69,,,
774,高品质连衣裙,服装,1.0,8,57,2020/7/12 16:30,火红的萨日朗 - 乌兰托娅,国语,,2019-12-10
775,周扬青 2020年新款复古清新碎花方v领少女短款上衣,服装,1.0,9,2605,2020/7/12 16:34,Spin With You - Emma Sameth、Jeremy Zucker、Wolfe,,,
776,INS港风OVERSIZE嘻哈宽松腰果花休闲短袖衬衫男女古着花衬衣国潮,服装,0.6098339,59,32,2020/7/12 16:35,神の怒り - 光宗信吉,,,
777,孕妇连衣裙夏季宽松中长款V领显瘦夏天裙子洋气潮辣妈时尚雪纺裙,服装,1.0,11,30,2020/7/12 16:36,La Banda - F. Physical、A. Doremi、Sax Project,英语,Dance,2018-12-19
778,GENANX闪电潮牌伊拾七联名款 短袖T恤太空棉卡通情侣款短袖上衣潮,服装,0.7612149,28,22,2020/7/12 16:36,魔法城堡 (片段) - 原来是萝卜丫,,,
779,短袖开叉T恤+显瘦喇叭裤3051,服装,0.7694780999999999,6,1600,2020/7/12 16:37,PHANTASY STARONLINE - deko、YAMEII,,,
780,airPodsPro保护套碳纤维适用于苹果AirPods2无线蓝牙耳机盒防摔潮,数码,0.5192678,31,115,2020/7/12 16:37,Daylight(Roman Blanco RE-MASHUP） - Yves V、Dimitri Vangelis & Wyman、Roman Blanco,其他,Rap/HipHop,2019-12-25
781,MaxwellHouse 冷泡果味咖啡(专属链接V),食品,1.0,100,94,2020/7/12 16:38,Born a Champion (Underscore_Full Length) - Unkown Artists,,,
782,硬糖大码原创胖mm正统jk制服套装2020年新款女显瘦遮肉洋气两件套,服装,0.70710677,15,1540,2020/7/12 16:40,魔法城堡 - 69,国语,Pop,2020-06-29
783,阿迪达斯官网adidas neo 蛋黄哥联名女装运动套头衫GL7233 GL7234,运动,1.0,19,19,2020/7/12 16:40,Small Axe - Bob Marley & The Wailers,英语,,2004-02-10
784,大耳兔T恤,服装,1.0,8,1330,2020/7/12 16:42,晚安 - 颜人中,国语,Pop,2015-09-25
785,南夕姐姐7月6日AM 00点新品专用链接（下拉详情点新品开播提醒）,其他,1.0,10,0,2020/7/12 16:44,это ли счастье - 虞姬、圈妹,俄语,Pop,2019-04-19
786,五味太郎思维游戏书（全5册）,图书,0.70710677,49,1120,2020/7/12 16:45,酒醉的蝴蝶 (水兵舞版) - 丹尼·翁,,,
787,大框黑框网红素颜近视眼镜女防蓝光抗辐射护眼睛框架平光男护目镜,饰品,1.0,12,326,2020/7/12 16:45,年轮 - 汪苏泷,国语,Dance,2019-09-27
788,红口袋 复古少女桃心链条挂坠项链丝绒choker暗黑爱心lolita项圈,饰品,1.0,7,47,2020/7/12 16:46,**最火换装卡点 (完整原版) - 苏名哲、腾金涛,,,
789,国升潮汕特色丸子爆汁每日新鲜发货【顺丰包邮】135起三斤,食品,1.0,15,733,2020/7/12 16:49,我的快乐就是想你 - 陈雅森,国语,Pop,2014-03-27
790,腰带大姨妈痛肚子疼神器女生月经期保寒发热护腰痛经礼物,饰品,1.0,186,31,2020/7/12 16:51,有点甜 - By2,国语,Pop,2012-07-16
791,PPX男童猫和老鼠短袖套装,服装,1.0,6,658,2020/7/12 16:51,蜗牛与黄鹂鸟 (抖音DJ热搜版) - 小猫多鱼,国语,Dance,2020-06-22
792,休闲短裤套装女夏2020年宽松洋气短袖时尚T恤+高腰显瘦减龄热裤潮,服装,0.6098339,7,211,2020/7/12 16:51,Blueming - 逗号的留声机,,,
793,宽松长袖抽绳针织衫女上衣俏皮性感时尚百搭短款露脐V领体恤衫韩,服装,1.0,8,56,2020/7/12 16:55,泡沫 - G.E.M.邓紫棋,国语,Pop,2012-07-05
794,可爱小熊！夹心蛋挞自制可爱透气温油情侣装,服装,1.0,14,91,2020/7/12 16:57,关于小熊 - 蛋堡,国语,Pop,2009-07-22
795,2020新款民族风唐装二件套,服装,1.0,15,11,2020/7/12 17:01,烟花三月 (广场舞) - 龚玥,,,
796,小鱼鱼新款2020夏季女装潮牌大版镶钻宽松字母T恤上衣半袖时尚女,服装,0.6098339,11,2666,2020/7/12 17:05,I Love You - 王若琳,英语,Pop,2010-03-22
797,大耳兔T恤,服装,1.0,8,1330,2020/7/12 17:09,晚安 (DJ浪子康、DJ豪大大版) - 浪子康、豪大大、颜人中,其他,Pop,2019-08-02
798,SHFY-22105甜美连衣裙,服装,1.0,54,632,2020/7/12 17:14,Okamochi & Jersey - 佐藤直紀,纯音乐,Soundtrack,2005-11-02
799,【芬儿家】欧货苎麻侧绑带格子马甲,服装,0.70710677,11,145,2020/7/12 17:17,一定的年纪 (片段) - 雅欣跑调大王,,,
800,网红ins风五斗柜梳妆台一体组合多功能卧室小户型收纳柜书桌套装,家装,0.49999997,60,104,2020/7/12 17:17,小幸运 - 田馥甄,国语,Pop,2017-12-31
801,伟薇2020夏季新款高级苎麻短款上衣20S20062,服装,1.0,15,82,2020/7/12 17:23,哭砂 - 赵海洋,国语,Pop,1997-12-29
802,宽松卡通T恤,服装,1.0,8,979,2020/7/12 17:25,你是我唯一的执着 (片段) - 我叫宣宣,国语,,2019-09-25
803,【传闻中的黑天鹅】2020夏季新款V领气质黑色短袖蕾丝连衣裙女,服装,0.70710677,10,432,2020/7/12 17:32,万有引力 (DJ版) - 兮姐,纯音乐,Pop,2020-03-30
804,春夏女装2020新款宫廷复古修身性感开叉年轻款日常改良旗袍连衣裙,服装,0.6484996999999999,8,14,2020/7/12 17:34,Party Train - Redfoo,英语,Pop,2016-03-18
